item,item_ine_id,item_id,item_update,region_name,region_code,is_cronicas,media_associated,media_associated_name,is_featured,url,is_municipios_link,url_municipios
Fuentesaúco,49081,CYL0008,14/07/2025,Castilla y León,CYL,FALSE,laopiniondezamora,La Opinión de Zamora,TRUE,https://www.laopiniondezamora.es/zamora/fuentesauco/?utm_campaign=cerca-v1,FALSE,
Galende,49085,CYL0009,14/07/2025,Castilla y León,CYL,FALSE,laopiniondezamora,La Opinión de Zamora,FALSE,https://www.laopiniondezamora.es/zamora/galende/?utm_campaign=cerca-v1,FALSE,
Media Principal,,CYL0010,14/07/2025,Castilla y León,CYL,FALSE,laopiniondezamora,La Opinión de Zamora,TRUE,,TRUE,https://www.laopiniondezamora.es/municipios.html
Morales del Vino,49127,CYL0011,14/07/2025,Castilla y León,CYL,FALSE,laopiniondezamora,La Opinión de Zamora,TRUE,https://www.laopiniondezamora.es/zamora/morales-del-vino/?utm_campaign=cerca-v1,FALSE,
Puebla de Sanabria,49166,CYL0012,14/07/2025,Castilla y León,CYL,FALSE,laopiniondezamora,La Opinión de Zamora,TRUE,https://www.laopiniondezamora.es/zamora/puebla-de-sanabria/?utm_campaign=cerca-v1,FALSE,
Rabanales,49172,CYL0013,14/07/2025,Castilla y León,CYL,FALSE,laopiniondezamora,La Opinión de Zamora,FALSE,https://www.laopiniondezamora.es/zamora/rabanales/?utm_campaign=cerca-v1,FALSE,
San Cristobal de Entreviñas,49187,CYL0014,14/07/2025,Castilla y León,CYL,FALSE,laopiniondezamora,La Opinión de Zamora,TRUE,https://www.laopiniondezamora.es/tags/san-cristobal-de-entrevinas/?utm_campaign=cerca-v1,FALSE,
Toro,49219,CYL0015,14/07/2025,Castilla y León,CYL,TRUE,laopiniondezamora,La Opinión de Zamora,TRUE,https://www.laopiniondezamora.es/toro/?utm_campaign=cerca-v1,FALSE,
Villalpando,49250,CYL0016,14/07/2025,Castilla y León,CYL,FALSE,laopiniondezamora,La Opinión de Zamora,TRUE,https://www.laopiniondezamora.es/zamora/villalpando/?utm_campaign=cerca-v1,FALSE,
Villaralbo,49261,CYL0017,14/07/2025,Castilla y León,CYL,FALSE,laopiniondezamora,La Opinión de Zamora,TRUE,https://www.laopiniondezamora.es/zamora/villaralbo/?utm_campaign=cerca-v1,FALSE,
Villardeciervos,49262,CYL0018,14/07/2025,Castilla y León,CYL,FALSE,laopiniondezamora,La Opinión de Zamora,FALSE,https://www.laopiniondezamora.es/zamora/villardeciervos/?utm_campaign=cerca-v1,FALSE,
Zamora,49275,CYL0019,14/07/2025,Castilla y León,CYL,FALSE,laopiniondezamora,La Opinión de Zamora,TRUE,https://www.laopiniondezamora.es/zamora/?utm_campaign=cerca-v1,FALSE,
Anglès,17008,CA0001,14/07/2025,Cataluña,CA,FALSE,diaridegirona,Diari de Girona,FALSE,https://www.diaridegirona.cat/selva/angles/?utm_campaign=cerca-v1,FALSE,
Artés,08010,CA0002,14/07/2025,Cataluña,CA,FALSE,regio7,Regio 7,FALSE,https://www.regio7.cat/bages/artes/?utm_campaign=cerca-v1,FALSE,
Avià,08011,CA0003,14/07/2025,Cataluña,CA,FALSE,regio7,Regio 7,FALSE,https://www.regio7.cat/bergueda/avia/?utm_campaign=cerca-v1,FALSE,
Balsareny,08018,CA0005,14/07/2025,Cataluña,CA,FALSE,regio7,Regio 7,FALSE,https://www.regio7.cat/bages/balsareny/?utm_campaign=cerca-v1,FALSE,
Banyoles,17015,CA0006,14/07/2025,Cataluña,CA,FALSE,diaridegirona,Diari de Girona,TRUE,https://www.diaridegirona.cat/comarques/banyoles/?utm_campaign=cerca-v1,FALSE,
Barcelona,08019,CA0007,14/07/2025,Cataluña,CA,FALSE,elperiodicodecatalunya,El Periódico,TRUE,https://www.elperiodico.com/es/barcelona/?utm_campaign=cerca-v1,FALSE,
Begur,17013,CA0008,14/07/2025,Cataluña,CA,FALSE,diaridegirona,Diari de Girona,FALSE,https://www.diaridegirona.cat/baix-emporda/begur/?utm_campaign=cerca-v1,FALSE,
Bellver de Cerdanya,25051,CA0009,14/07/2025,Cataluña,CA,FALSE,regio7,Regio 7,FALSE,https://www.regio7.cat/cerdanya-alt-urgell/bellver-de-cerdanya/?utm_campaign=cerca-v1,FALSE,
Berga,08022,CA0010,14/07/2025,Cataluña,CA,FALSE,regio7,Regio 7,TRUE,https://www.regio7.cat/bergueda/berga/?utm_campaign=cerca-v1,FALSE,
Besalú,17019,CA0011,14/07/2025,Cataluña,CA,FALSE,diaridegirona,Diari de Girona,FALSE,https://www.diaridegirona.cat/comarques/besalu/?utm_campaign=cerca-v1,FALSE,
Bescanó,17020,CA0012,14/07/2025,Cataluña,CA,FALSE,diaridegirona,Diari de Girona,FALSE,https://www.diaridegirona.cat/comarques/bescano/?utm_campaign=cerca-v1,FALSE,
Blanes,17023,CA0013,14/07/2025,Cataluña,CA,FALSE,diaridegirona,Diari de Girona,TRUE,https://www.diaridegirona.cat/selva/blanes/?utm_campaign=cerca-v1,FALSE,
Cadaqués,17032,CA0014,14/07/2025,Cataluña,CA,FALSE,diaridegirona,Diari de Girona,FALSE,https://www.diaridegirona.cat/alt-emporda/cadaques/?utm_campaign=cerca-v1,FALSE,
Camprodon,17039,CA0016,14/07/2025,Cataluña,CA,FALSE,diaridegirona,Diari de Girona,FALSE,https://www.diaridegirona.cat/comarques/camprodon/?utm_campaign=cerca-v1,FALSE,
Cardona,08047,CA0017,14/07/2025,Cataluña,CA,FALSE,regio7,Regio 7,FALSE,https://www.regio7.cat/bages/cardona/?utm_campaign=cerca-v1,FALSE,
Cassà de la Selva,17044,CA0018,14/07/2025,Cataluña,CA,FALSE,diaridegirona,Diari de Girona,FALSE,https://www.diaridegirona.cat/comarques/cassa-de-la-selva/?utm_campaign=cerca-v1,FALSE,
Castell-Platja d'Aro,17048,CA0019,14/07/2025,Cataluña,CA,FALSE,diaridegirona,Diari de Girona,FALSE,https://www.diaridegirona.cat/baix-emporda/castell-platja-daro/?utm_campaign=cerca-v1,FALSE,
Castellbell i el Vilar,08053,CA0021,14/07/2025,Cataluña,CA,FALSE,regio7,Regio 7,FALSE,https://www.regio7.cat/bages/castellbell-i-el-vilar/?utm_campaign=cerca-v1,FALSE,
Castelló d'Empúries,17047,CA0023,14/07/2025,Cataluña,CA,FALSE,diaridegirona,Diari de Girona,FALSE,https://www.diaridegirona.cat/alt-emporda/castello-dempuries/?utm_campaign=cerca-v1,FALSE,
Castelló d'Empúries,17047,CA0024,14/07/2025,Cataluña,CA,TRUE,emporda,Empordà,TRUE,https://www.emporda.info/comarca/castello-d-empuries/?utm_campaign=cerca-v1,FALSE,
El Prat de Llobregat,08169,CA0026,14/07/2025,Cataluña,CA,FALSE,elperiodicodecatalunya,El Periódico,FALSE,https://www.elperiodico.com/es/lugares/el-prat-de-llobregat-15275?utm_campaign=cerca-v1,FALSE,
Esparreguera,08076,CA0028,14/07/2025,Cataluña,CA,FALSE,regio7,Regio 7,FALSE,https://www.regio7.cat/anoia-baix-llobregat/esparreguera/?utm_campaign=cerca-v1,FALSE,
Figueres,17066,CA0030,14/07/2025,Cataluña,CA,FALSE,diaridegirona,Diari de Girona,TRUE,https://www.diaridegirona.cat/alt-emporda/figueres/?utm_campaign=cerca-v1,FALSE,
Forallac,17902,CA0032,14/07/2025,Cataluña,CA,FALSE,diaridegirona,Diari de Girona,FALSE,https://www.diaridegirona.cat/baix-emporda/forallac/?utm_campaign=cerca-v1,FALSE,
Girona,17079,CA0034,14/07/2025,Cataluña,CA,FALSE,diaridegirona,Diari de Girona,TRUE,https://www.diaridegirona.cat/girona/?utm_campaign=cerca-v1,FALSE,
Gironella,08092,CA0035,14/07/2025,Cataluña,CA,FALSE,regio7,Regio 7,FALSE,https://www.regio7.cat/bergueda/gironella/?utm_campaign=cerca-v1,FALSE,
Igualada,08102,CA0037,14/07/2025,Cataluña,CA,FALSE,regio7,Regio 7,TRUE,https://www.regio7.cat/anoia-baix-llobregat/igualada/?utm_campaign=cerca-v1,FALSE,
L'Escala,17062,CA0038,14/07/2025,Cataluña,CA,FALSE,diaridegirona,Diari de Girona,FALSE,https://www.diaridegirona.cat/alt-emporda/lescala/?utm_campaign=cerca-v1,FALSE,
L'Escala,17062,CA0039,14/07/2025,Cataluña,CA,TRUE,emporda,Empordà,TRUE,https://www.emporda.info/comarca/l-escala/?utm_campaign=cerca-v1,FALSE,
La Bisbal d'Empordà,17022,CA0043,14/07/2025,Cataluña,CA,FALSE,diaridegirona,Diari de Girona,FALSE,https://www.diaridegirona.cat/baix-emporda/la-bisbal-demporda/?utm_campaign=cerca-v1,FALSE,
La Jonquera,17086,CA0045,14/07/2025,Cataluña,CA,FALSE,emporda,Empordà,TRUE,https://www.emporda.info/comarca/la-jonquera/?utm_campaign=cerca-v1,FALSE,
La Seu d'Urgell,25203,CA0046,14/07/2025,Cataluña,CA,FALSE,regio7,Regio 7,TRUE,https://www.regio7.cat/cerdanya-alt-urgell/la-seu-d-urgell/?utm_campaign=cerca-v1,FALSE,
Les Planes d'Hostoles,17133,CA0047,14/07/2025,Cataluña,CA,FALSE,diaridegirona,Diari de Girona,FALSE,https://www.diaridegirona.cat/comarques/les-planes-dhostoles/?utm_campaign=cerca-v1,FALSE,
Llagostera,17089,CA0048,14/07/2025,Cataluña,CA,FALSE,diaridegirona,Diari de Girona,FALSE,https://www.diaridegirona.cat/comarques/llagostera/?utm_campaign=cerca-v1,FALSE,
Llançà,17092,CA0049,14/07/2025,Cataluña,CA,FALSE,diaridegirona,Diari de Girona,FALSE,https://www.diaridegirona.cat/alt-emporda/llanca/?utm_campaign=cerca-v1,FALSE,
Llançà,17092,CA0050,14/07/2025,Cataluña,CA,FALSE,emporda,Empordà,TRUE,https://www.emporda.info/tags/llanca/?utm_campaign=cerca-v1,FALSE,
Llí­via,17094,CA0051,14/07/2025,Cataluña,CA,FALSE,regio7,Regio 7,FALSE,https://www.regio7.cat/cerdanya-alt-urgell/llivia/?utm_campaign=cerca-v1,FALSE,
Lloret de Mar,17095,CA0052,14/07/2025,Cataluña,CA,FALSE,diaridegirona,Diari de Girona,TRUE,https://www.diaridegirona.cat/selva/lloret-de-mar/?utm_campaign=cerca-v1,FALSE,
Media Principal,,CA0057,14/07/2025,Cataluña,CA,FALSE,diaridegirona,Diari de Girona,TRUE,,TRUE,https://www.diaridegirona.cat/municipis.html
Media Principal,,CA0058,14/07/2025,Cataluña,CA,FALSE,elperiodicodecatalunya,El Periódico,FALSE,,FALSE,
Media Principal,,CA0059,14/07/2025,Cataluña,CA,FALSE,emporda,Empordà,TRUE,,TRUE,https://www.emporda.info/municipis.html
Media Principal,,CA0060,14/07/2025,Cataluña,CA,FALSE,regio7,Regio 7,TRUE,,TRUE,https://www.regio7.cat/municipis.html
Moià,08138,CA0061,14/07/2025,Cataluña,CA,FALSE,regio7,Regio 7,TRUE,https://www.regio7.cat/moianes/moia/?utm_campaign=cerca-v1,FALSE,
Navarcles,08140,CA0063,14/07/2025,Cataluña,CA,FALSE,regio7,Regio 7,FALSE,https://www.regio7.cat/bages/navarcles/?utm_campaign=cerca-v1,FALSE,
Navàs,08141,CA0064,14/07/2025,Cataluña,CA,FALSE,regio7,Regio 7,FALSE,https://www.regio7.cat/bages/navas/?utm_campaign=cerca-v1,FALSE,
Olot,17114,CA0065,14/07/2025,Cataluña,CA,FALSE,diaridegirona,Diari de Girona,TRUE,https://www.diaridegirona.cat/comarques/olot/?utm_campaign=cerca-v1,FALSE,
Palafrugell,17117,CA0066,14/07/2025,Cataluña,CA,FALSE,diaridegirona,Diari de Girona,TRUE,https://www.diaridegirona.cat/baix-emporda/palafrugell/?utm_campaign=cerca-v1,FALSE,
Palamós,17118,CA0067,14/07/2025,Cataluña,CA,FALSE,diaridegirona,Diari de Girona,FALSE,https://www.diaridegirona.cat/baix-emporda/palamos/?utm_campaign=cerca-v1,FALSE,
Pals,17124,CA0069,14/07/2025,Cataluña,CA,FALSE,diaridegirona,Diari de Girona,FALSE,https://www.diaridegirona.cat/baix-emporda/pals/?utm_campaign=cerca-v1,FALSE,
Piera,08161,CA0071,14/07/2025,Cataluña,CA,FALSE,regio7,Regio 7,TRUE,https://www.regio7.cat/anoia-baix-llobregat/piera/?utm_campaign=cerca-v1,FALSE,
Porqueres,17137,CA0072,14/07/2025,Cataluña,CA,FALSE,diaridegirona,Diari de Girona,FALSE,https://www.diaridegirona.cat/comarques/porqueres/?utm_campaign=cerca-v1,FALSE,
Port de la Selva,17140,CA0073,14/07/2025,Cataluña,CA,FALSE,diaridegirona,Diari de Girona,FALSE,https://www.diaridegirona.cat/alt-emporda/port-de-la-selva/?utm_campaign=cerca-v1,FALSE,
Portbou,17138,CA0074,14/07/2025,Cataluña,CA,FALSE,diaridegirona,Diari de Girona,FALSE,https://www.diaridegirona.cat/alt-emporda/portbou/?utm_campaign=cerca-v1,FALSE,
Puig-reig,08175,CA0075,14/07/2025,Cataluña,CA,FALSE,regio7,Regio 7,FALSE,https://www.regio7.cat/bergueda/puig-reig/?utm_campaign=cerca-v1,FALSE,
Puigcerdà,17141,CA0077,14/07/2025,Cataluña,CA,FALSE,regio7,Regio 7,TRUE,https://www.regio7.cat/cerdanya-alt-urgell/puigcerda/?utm_campaign=cerca-v1,FALSE,
Reus,43123,CA0078,14/07/2025,Cataluña,CA,FALSE,elperiodicodecatalunya,El Periódico,FALSE,https://www.elperiodico.com/es/lugares/reus-19570?utm_campaign=cerca-v1,FALSE,
Ripoll,17147,CA0079,14/07/2025,Cataluña,CA,FALSE,diaridegirona,Diari de Girona,FALSE,https://www.diaridegirona.cat/comarques/ripoll/?utm_campaign=cerca-v1,FALSE,
Roses,17152,CA0080,14/07/2025,Cataluña,CA,FALSE,diaridegirona,Diari de Girona,TRUE,https://www.diaridegirona.cat/alt-emporda/roses/?utm_campaign=cerca-v1,FALSE,
Roses,17152,CA0081,14/07/2025,Cataluña,CA,TRUE,emporda,Empordà,TRUE,https://www.emporda.info/comarca/roses/?utm_campaign=cerca-v1,FALSE,
Sallent,08191,CA0084,14/07/2025,Cataluña,CA,FALSE,regio7,Regio 7,FALSE,https://www.regio7.cat/bages/sallent/?utm_campaign=cerca-v1,FALSE,
Salt,17155,CA0085,14/07/2025,Cataluña,CA,FALSE,diaridegirona,Diari de Girona,TRUE,https://www.diaridegirona.cat/girona/salt/?utm_campaign=cerca-v1,FALSE,
Sant Feliu de Guíxols,17160,CA0089,14/07/2025,Cataluña,CA,FALSE,diaridegirona,Diari de Girona,TRUE,https://www.diaridegirona.cat/baix-emporda/sant-feliu-de-guixols/?utm_campaign=cerca-v1,FALSE,
Sant Fruitós de Bages,08213,CA0090,14/07/2025,Cataluña,CA,FALSE,regio7,Regio 7,TRUE,https://www.regio7.cat/bages/sant-fruitos-de-bages/?utm_campaign=cerca-v1,FALSE,
Sant Gregori,17163,CA0091,14/07/2025,Cataluña,CA,FALSE,diaridegirona,Diari de Girona,FALSE,https://www.diaridegirona.cat/comarques/sant-gregori/?utm_campaign=cerca-v1,FALSE,
Sant Joan de les Abadesses,17167,CA0092,14/07/2025,Cataluña,CA,FALSE,diaridegirona,Diari de Girona,FALSE,https://www.diaridegirona.cat/comarques/sant-joan-de-les-abadesses/?utm_campaign=cerca-v1,FALSE,
Sant Joan de Vilatorrada,08218,CA0093,14/07/2025,Cataluña,CA,FALSE,regio7,Regio 7,TRUE,https://www.regio7.cat/bages/sant-joan-de-vilatorrada/?utm_campaign=cerca-v1,FALSE,
Sant Joan les Fonts,17185,CA0094,14/07/2025,Cataluña,CA,FALSE,diaridegirona,Diari de Girona,FALSE,https://www.diaridegirona.cat/comarques/sant-joan-les-fonts/?utm_campaign=cerca-v1,FALSE,
Sant Julià de Ramis,17169,CA0095,14/07/2025,Cataluña,CA,FALSE,diaridegirona,Diari de Girona,FALSE,https://www.diaridegirona.cat/comarques/sant-julia-de-ramis/?utm_campaign=cerca-v1,FALSE,
Sant Llorenç de Morunys,25193,CA0096,14/07/2025,Cataluña,CA,FALSE,regio7,Regio 7,TRUE,https://www.regio7.cat/solsones/sant-llorenc-de-morunys/?utm_campaign=cerca-v1,FALSE,
Sant Pere Pescador,17178,CA0097,14/07/2025,Cataluña,CA,FALSE,diaridegirona,Diari de Girona,FALSE,https://www.diaridegirona.cat/alt-emporda/sant-pere-pescador/?utm_campaign=cerca-v1,FALSE,
Sant Vicenç de Castellet,08262,CA0098,14/07/2025,Cataluña,CA,FALSE,regio7,Regio 7,FALSE,https://www.regio7.cat/bages/sant-vicenc-de-castellet/?utm_campaign=cerca-v1,FALSE,
Santa Coloma de Farners,17180,CA0100,14/07/2025,Cataluña,CA,FALSE,diaridegirona,Diari de Girona,FALSE,https://www.diaridegirona.cat/selva/santa-coloma-de-farners/?utm_campaign=cerca-v1,FALSE,
Santa Cristina d'Aro,17181,CA0101,14/07/2025,Cataluña,CA,FALSE,diaridegirona,Diari de Girona,FALSE,https://www.diaridegirona.cat/baix-emporda/santa-cristina-daro/?utm_campaign=cerca-v1,FALSE,
Santpedor,08192,CA0102,14/07/2025,Cataluña,CA,FALSE,regio7,Regio 7,FALSE,https://www.regio7.cat/bages/santpedor/?utm_campaign=cerca-v1,FALSE,
Sarrià de Ter,17186,CA0103,14/07/2025,Cataluña,CA,FALSE,diaridegirona,Diari de Girona,FALSE,https://www.diaridegirona.cat/girona/sarria-de-ter/?utm_campaign=cerca-v1,FALSE,
Solsona,25207,CA0104,14/07/2025,Cataluña,CA,FALSE,regio7,Regio 7,TRUE,https://www.regio7.cat/solsones/solsona/?utm_campaign=cerca-v1,FALSE,
Súria,08274,CA0105,14/07/2025,Cataluña,CA,FALSE,regio7,Regio 7,FALSE,https://www.regio7.cat/bages/suria/?utm_campaign=cerca-v1,FALSE,
Tarragona,43148,CA0106,14/07/2025,Cataluña,CA,TRUE,elperiodicodecatalunya,El Periódico,TRUE,https://www.elperiodico.com/es/tarragona/?utm_campaign=cerca-v1,FALSE,
Torroella de Montgrí,17199,CA0108,14/07/2025,Cataluña,CA,FALSE,diaridegirona,Diari de Girona,FALSE,https://www.diaridegirona.cat/baix-emporda/torroella-de-montgri/?utm_campaign=cerca-v1,FALSE,
Tossa de Mar,17202,CA0110,14/07/2025,Cataluña,CA,FALSE,diaridegirona,Diari de Girona,FALSE,https://www.diaridegirona.cat/selva/tossa-de-mar/?utm_campaign=cerca-v1,FALSE,
Vidreres,17213,CA0112,14/07/2025,Cataluña,CA,FALSE,diaridegirona,Diari de Girona,FALSE,https://www.diaridegirona.cat/selva/vidreres/?utm_campaign=cerca-v1,FALSE,
Vilafant,17221,CA0114,14/07/2025,Cataluña,CA,FALSE,diaridegirona,Diari de Girona,FALSE,https://www.diaridegirona.cat/alt-emporda/vilafant/?utm_campaign=cerca-v1,FALSE,
Vilafant,17221,CA0115,14/07/2025,Cataluña,CA,FALSE,emporda,Empordà,TRUE,https://www.emporda.info/tags/vilafant/?utm_campaign=cerca-v1,FALSE,
Alcalá de Henares,28005,MAD0001,14/07/2025,Comunidad de Madrid,MAD,TRUE,elperiodicodeespana,El Periódico de España,TRUE,https://www.epe.es/es/madrid/alcala-de-henares/?utm_campaign=cerca-v1,FALSE,
Arganzuela,28079_003,MAD0002,14/07/2025,Comunidad de Madrid,MAD,TRUE,elperiodicodeespana,El Periódico de España,TRUE,https://www.epe.es/es/madrid/arganzuela/?utm_campaign=cerca-v1,FALSE,
Carabanchel,28079_001,MAD0003,14/07/2025,Comunidad de Madrid,MAD,TRUE,elperiodicodeespana,El Periódico de España,TRUE,https://www.epe.es/es/madrid/carabanchel/?utm_campaign=cerca-v1,FALSE,
Latina,28079_002,MAD0004,14/07/2025,Comunidad de Madrid,MAD,TRUE,elperiodicodeespana,El Periódico de España,TRUE,https://www.epe.es/es/madrid/latina/?utm_campaign=cerca-v1,FALSE,
Media Principal,,MAD0006,14/07/2025,Comunidad de Madrid,MAD,FALSE,elperiodicodeespana,El Periódico de España,FALSE,https://www.epe.es/es/madrid/?utm_campaign=cerca-v1,FALSE,
Pozuelo de Alarcón,28115,MAD0007,14/07/2025,Comunidad de Madrid,MAD,TRUE,elperiodicodeespana,El Periódico de España,TRUE,https://www.epe.es/es/madrid/pozuelo-de-alarcon/?utm_campaign=cerca-v1,FALSE,
Toledo,45168,MAD0008,14/07/2025,Comunidad de Madrid,MAD,TRUE,elperiodicodeespana,El Periódico de España,TRUE,https://www.epe.es/es/toledo/?utm_campaign=cerca-v1,FALSE,
Ademuz,46001,VC0001,14/07/2025,Comunidad Valenciana,VC,FALSE,levanteemv,Levante-El Mercantil Valenciano,FALSE,https://www.levante-emv.com/comarcas/ademuz/?utm_campaign=cerca-v1,FALSE,
Agost,03002,VC0002,14/07/2025,Comunidad Valenciana,VC,FALSE,informacion,Información,FALSE,https://www.informacion.es/alacanti/agost/?utm_campaign=cerca-v1,FALSE,
Aielo de Malferit,46042,VC0003,14/07/2025,Comunidad Valenciana,VC,FALSE,levanteemv,Levante-El Mercantil Valenciano,FALSE,https://www.levante-emv.com/costera/aielo-de-malferit/?utm_campaign=cerca-v1,FALSE,
L'Alacantí,34_10_03_03,VC0005,14/07/2025,Comunidad Valenciana,VC,FALSE,informacion,Información,FALSE,https://www.informacion.es/alacanti/?utm_campaign=cerca-v1,FALSE,
Alaquàs,46005,VC0006,14/07/2025,Comunidad Valenciana,VC,FALSE,levanteemv,Levante-El Mercantil Valenciano,FALSE,https://www.levante-emv.com/horta/alaquas/?utm_campaign=cerca-v1,FALSE,
Albal,46007,VC0007,14/07/2025,Comunidad Valenciana,VC,FALSE,levanteemv,Levante-El Mercantil Valenciano,FALSE,https://www.levante-emv.com/horta/albal/?utm_campaign=cerca-v1,FALSE,
Albatera,03005,VC0008,14/07/2025,Comunidad Valenciana,VC,FALSE,informacion,Información,FALSE,https://www.informacion.es/vega-baja/albatera/?utm_campaign=cerca-v1,FALSE,
Alberic,46011,VC0009,14/07/2025,Comunidad Valenciana,VC,FALSE,levanteemv,Levante-El Mercantil Valenciano,FALSE,https://www.levante-emv.com/ribera/alberic/?utm_campaign=cerca-v1,FALSE,
Albocasser,12003,VC0010,14/07/2025,Comunidad Valenciana,VC,FALSE,elperiodicomediterraneo,El Periódico del Mediterráneo,FALSE,https://www.elperiodicomediterraneo.com/castello/albocasser/?utm_campaign=cerca-v1,FALSE,
Alcala de Xivert,12004,VC0011,14/07/2025,Comunidad Valenciana,VC,FALSE,elperiodicomediterraneo,El Periódico del Mediterráneo,FALSE,https://www.elperiodicomediterraneo.com/castello/alcala-de-xivert/?utm_campaign=cerca-v1,FALSE,
Alcudia de Veo,12006,VC0014,14/07/2025,Comunidad Valenciana,VC,FALSE,elperiodicomediterraneo,El Periódico del Mediterráneo,FALSE,https://www.elperiodicomediterraneo.com/castello/alcudia-de-veo/?utm_campaign=cerca-v1,FALSE,
Aldaia,46021,VC0015,14/07/2025,Comunidad Valenciana,VC,FALSE,levanteemv,Levante-El Mercantil Valenciano,TRUE,https://www.levante-emv.com/horta/aldaia/?utm_campaign=cerca-v1,FALSE,
Alfafar,46022,VC0016,14/07/2025,Comunidad Valenciana,VC,FALSE,levanteemv,Levante-El Mercantil Valenciano,FALSE,https://www.levante-emv.com/horta/alfafar/?utm_campaign=cerca-v1,FALSE,
Alfondeguilla,12007,VC0017,14/07/2025,Comunidad Valenciana,VC,FALSE,elperiodicomediterraneo,El Periódico del Mediterráneo,FALSE,https://www.elperiodicomediterraneo.com/castello/alfondeguilla/?utm_campaign=cerca-v1,FALSE,
Algemesi,46029,VC0018,14/07/2025,Comunidad Valenciana,VC,FALSE,levanteemv,Levante-El Mercantil Valenciano,FALSE,https://www.levante-emv.com/ribera/algemesi/?utm_campaign=cerca-v1,FALSE,
Algimia de Almomacid,12008,VC0019,14/07/2025,Comunidad Valenciana,VC,FALSE,elperiodicomediterraneo,El Periódico del Mediterráneo,FALSE,https://www.elperiodicomediterraneo.com/castello/algimia-de-almomacid/?utm_campaign=cerca-v1,FALSE,
Alginet,46031,VC0020,14/07/2025,Comunidad Valenciana,VC,FALSE,levanteemv,Levante-El Mercantil Valenciano,FALSE,https://www.levante-emv.com/ribera/alginet/?utm_campaign=cerca-v1,FALSE,
Almassora,12009,VC0021,14/07/2025,Comunidad Valenciana,VC,FALSE,elperiodicomediterraneo,El Periódico del Mediterráneo,TRUE,https://www.elperiodicomediterraneo.com/castello/almassora/?utm_campaign=cerca-v1,FALSE,
Almenara,12011,VC0022,14/07/2025,Comunidad Valenciana,VC,FALSE,elperiodicomediterraneo,El Periódico del Mediterráneo,FALSE,https://www.elperiodicomediterraneo.com/castello/almenara/?utm_campaign=cerca-v1,FALSE,
Almoradí,03015,VC0024,14/07/2025,Comunidad Valenciana,VC,FALSE,informacion,Información,FALSE,https://www.informacion.es/vega-baja/almoradi/?utm_campaign=cerca-v1,FALSE,
Almussafes,46035,VC0025,14/07/2025,Comunidad Valenciana,VC,FALSE,levanteemv,Levante-El Mercantil Valenciano,FALSE,https://www.levante-emv.com/ribera/almussafes/?utm_campaign=cerca-v1,FALSE,
Altea,03018,VC0026,14/07/2025,Comunidad Valenciana,VC,FALSE,informacion,Información,FALSE,https://www.informacion.es/benidorm/altea/?utm_campaign=cerca-v1,FALSE,
Altura,12012,VC0027,14/07/2025,Comunidad Valenciana,VC,FALSE,elperiodicomediterraneo,El Periódico del Mediterráneo,FALSE,https://www.elperiodicomediterraneo.com/castello/altura/?utm_campaign=cerca-v1,FALSE,
Alzira,46017,VC0028,14/07/2025,Comunidad Valenciana,VC,FALSE,levanteemv,Levante-El Mercantil Valenciano,TRUE,https://www.levante-emv.com/ribera/alzira/?utm_campaign=cerca-v1,FALSE,
Arañuel,12013,VC0029,14/07/2025,Comunidad Valenciana,VC,FALSE,elperiodicomediterraneo,El Periódico del Mediterráneo,FALSE,https://www.elperiodicomediterraneo.com/castello/aranuel/?utm_campaign=cerca-v1,FALSE,
Ares del Maestrat,12014,VC0030,14/07/2025,Comunidad Valenciana,VC,FALSE,elperiodicomediterraneo,El Periódico del Mediterráneo,FALSE,https://www.elperiodicomediterraneo.com/castello/ares-del-maestrat/?utm_campaign=cerca-v1,FALSE,
Artana,12016,VC0031,14/07/2025,Comunidad Valenciana,VC,FALSE,elperiodicomediterraneo,El Periódico del Mediterráneo,FALSE,https://www.elperiodicomediterraneo.com/castello/artana/?utm_campaign=cerca-v1,FALSE,
Aspe,03019,VC0032,14/07/2025,Comunidad Valenciana,VC,FALSE,informacion,Información,FALSE,https://www.informacion.es/elda/aspe/?utm_campaign=cerca-v1,FALSE,
Ayódar,12017,VC0033,14/07/2025,Comunidad Valenciana,VC,FALSE,elperiodicomediterraneo,El Periódico del Mediterráneo,FALSE,https://www.elperiodicomediterraneo.com/castello/ayodar/?utm_campaign=cerca-v1,FALSE,
Ayora,46044,VC0034,14/07/2025,Comunidad Valenciana,VC,FALSE,levanteemv,Levante-El Mercantil Valenciano,FALSE,https://www.levante-emv.com/comarcas/ayora/?utm_campaign=cerca-v1,FALSE,
Azuébar,12018,VC0035,14/07/2025,Comunidad Valenciana,VC,FALSE,elperiodicomediterraneo,El Periódico del Mediterráneo,FALSE,https://www.elperiodicomediterraneo.com/castello/azuebar/?utm_campaign=cerca-v1,FALSE,
Baix Vinalopó,34_10_03_08,VC0036,14/07/2025,Comunidad Valenciana,VC,FALSE,informacion,Información,FALSE,https://www.informacion.es/baix-vinalopo/?utm_campaign=cerca-v1,FALSE,
Barracas,12020,VC0037,14/07/2025,Comunidad Valenciana,VC,FALSE,elperiodicomediterraneo,El Periódico del Mediterráneo,FALSE,https://www.elperiodicomediterraneo.com/castello/barracas/?utm_campaign=cerca-v1,FALSE,
